"Retailer_ID","recency","frequency","monetary","r_score","f_score","m_score","total_rfm_score","segmentasi"
RTL3517,128,2,6672.66,3,1,1,5,hibernating
RTL2229,70,3,19212.87,3,1,1,5,hibernating
RTL1375,301,1,858.22,1,1,1,3,lost
RTL4760,4,1,1105.97,4,1,1,6,hibernating
RTL3180,348,2,3055.5,1,1,1,3,lost
RTL4055,220,4,1578857.73,2,1,4,7,at risk
RTL4474,163,4,14783.9,2,1,1,4,lost
RTL3828,48,5,14939.47,4,1,1,6,hibernating
RTL2413,226,3,23504.29,2,1,1,4,lost
RTL4098,201,1,9162.84,2,1,1,4,lost
RTL2701,767,2,4313.29,1,1,1,3,lost
RTL3342,145,1,1168.75,3,1,1,5,hibernating
RTL1956,227,2,534545.31,2,1,4,7,at risk
RTL3088,19,2,8436.28,4,1,1,6,hibernating
RTL1383,33,2,23060.35,4,1,1,6,hibernating
RTL2935,266,1,15373.62,2,1,1,4,lost
RTL4754,108,2,16675.23,3,1,1,5,hibernating
RTL2954,278,4,18171.63,2,1,1,4,lost
RTL3476,16,2,4169.28,4,1,1,6,hibernating
RTL4058,211,5,2373299.23,2,1,4,7,at risk
RTL1361,263,1,1633.8,2,1,1,4,lost
RTL1682,804,1,1129.99,1,1,1,3,lost
RTL4514,255,1,8875.36,2,1,1,4,lost
RTL1065,159,4,14785.91,2,1,1,4,lost
RTL2257,219,5,14642.76,2,1,1,4,lost
RTL3470,37,3,4231.58,4,1,1,6,hibernating
RTL3918,284,1,91.88,2,1,1,4,lost
RTL2306,120,3,571424.73,3,1,4,8,at risk
RTL4525,216,1,9389.23,2,1,1,4,lost
RTL1490,11,4,4374.38,4,1,1,6,hibernating
RTL4686,195,2,10884.28,2,1,1,4,lost
RTL1970,529,1,5279.36,1,1,1,3,lost
RTL1466,334,2,10349.48,1,1,1,3,lost
RTL1984,322,3,24280.57,1,1,1,3,lost
RTL4805,207,4,15959.39,2,1,1,4,lost
RTL3534,27,2,1338.35,4,1,1,6,hibernating
RTL2575,623,2,1415.43,1,1,1,3,lost
RTL1005,317,1,7688.07,1,1,1,3,lost
RTL2420,191,2,6262.6,2,1,1,4,lost
RTL2122,143,2,4850.66,3,1,1,5,hibernating
RTL4424,796,1,214.87,1,1,1,3,lost
RTL3853,558,2,1543.22,1,1,1,3,lost
RTL1503,748,1,11476.68,1,1,1,3,lost
RTL3523,45,5,36055.81,4,1,1,6,hibernating
RTL1598,2,1,8790.47,4,1,1,6,hibernating
RTL1056,79,3,14816.98,3,1,1,5,hibernating
RTL4223,76,7,37437.69,3,1,1,5,hibernating
RTL4842,69,3,15216.03,3,1,1,5,hibernating
RTL4201,336,3,19425.6,1,1,1,3,lost
RTL2248,206,2,9029.19,2,1,1,4,lost
RTL1216,694,1,1890.6,1,1,1,3,lost
RTL3700,57,3,4030.49,3,1,1,5,hibernating
RTL1038,205,3,11184.92,2,1,1,4,lost
RTL2460,290,5,14428.59,2,1,1,4,lost
RTL3868,383,1,7684.44,1,1,1,3,lost
RTL4213,38,3,4435.7,4,1,1,6,hibernating
RTL3715,500,1,254.09,1,1,1,3,lost
RTL3457,230,4,10683.94,2,1,1,4,lost
RTL1767,656,1,253.01,1,1,1,3,lost
RTL4334,3,2,4444.91,4,1,1,6,hibernating
RTL2137,94,7,394219.18,3,1,4,8,at risk
RTL2579,288,1,11217.5,2,1,1,4,lost
RTL4061,322,5,828314.1,1,1,4,6,hibernating
RTL1819,134,2,3943.06,3,1,1,5,hibernating
RTL3768,26,2,3568.82,4,1,1,6,hibernating
RTL4075,247,4,18583.55,2,1,1,4,lost
RTL4660,328,2,2414442.27,1,1,4,6,hibernating
RTL2545,325,1,708.77,1,1,1,3,lost
RTL3600,79,2,8327.65,3,1,1,5,hibernating
RTL1261,136,3,9103.55,3,1,1,5,hibernating
RTL4798,352,1,714.32,1,1,1,3,lost
RTL4222,12,2,14092.45,4,1,1,6,hibernating
RTL3003,360,2,3328.2,1,1,1,3,lost
RTL4215,292,1,272.18,2,1,1,4,lost
RTL1507,109,3,179071.57,3,1,3,7,at risk
RTL1475,711,2,779124.17,1,1,4,6,hibernating
RTL3230,227,2,72299554.59,2,1,4,7,at risk
RTL4386,291,5,664104.64,2,1,4,7,at risk
RTL2221,58,5,7175.59,3,1,1,5,hibernating
RTL1294,252,3,5014.88,2,1,1,4,lost
RTL2959,55,1,945.08,3,1,1,5,hibernating
RTL2846,139,3,17824.65,3,1,1,5,hibernating
RTL3730,53,2,8653.99,3,1,1,5,hibernating
RTL2934,532,1,8578.4,1,1,1,3,lost
RTL3312,602,1,5785.12,1,1,1,3,lost
RTL4536,11,3,18741.69,4,1,1,6,hibernating
RTL2847,128,4,11683.72,3,1,1,5,hibernating
RTL2240,304,2,18783.69,1,1,1,3,lost
RTL4398,187,4,540806.79,2,1,4,7,at risk
RTL4773,577,3,2511.85,1,1,1,3,lost
RTL2544,6,4,13222.89,4,1,1,6,hibernating
RTL1226,647,1,7027.99,1,1,1,3,lost
RTL2307,126,1,1361.9,3,1,1,5,hibernating
RTL2908,400,3,39915.74,1,1,1,3,lost
RTL2740,211,4,12264.11,2,1,1,4,lost
RTL1647,350,2,4597.62,1,1,1,3,lost
RTL4904,23,1,4289.27,4,1,1,6,hibernating
RTL4556,277,5,26510.32,2,1,1,4,lost
RTL4239,295,5,22800.83,2,1,1,4,lost
RTL4471,326,1,3262.61,1,1,1,3,lost
RTL3836,49,3,11815.83,4,1,1,6,hibernating
RTL4437,749,2,8095.12,1,1,1,3,lost
RTL3889,68,3,6084.27,3,1,1,5,hibernating
RTL3597,245,2,1051400.73,2,1,4,7,at risk
RTL1374,143,1,670.03,3,1,1,5,hibernating
RTL1499,217,3,15342.17,2,1,1,4,lost
RTL3128,576,3,1585.04,1,1,1,3,lost
RTL4864,176,3,632791.67,2,1,4,7,at risk
RTL4862,296,2,21573.85,2,1,1,4,lost
RTL2700,430,2,13423.73,1,1,1,3,lost
RTL1545,280,4,4456.35,2,1,1,4,lost
RTL3127,222,1,112.34,2,1,1,4,lost
RTL1799,127,2,1650.74,3,1,1,5,hibernating
RTL3872,241,1,14166.4,2,1,1,4,lost
RTL2244,200,4,32845.0,2,1,1,4,lost
RTL4680,486,1,8361.7,1,1,1,3,lost
RTL4777,235,1,43.36,2,1,1,4,lost
RTL2266,198,3,10332.97,2,1,1,4,lost
RTL1593,229,2,1503.57,2,1,1,4,lost
RTL3417,276,2,23329.34,2,1,1,4,lost
RTL4786,349,4,9365.16,1,1,1,3,lost
RTL1388,28,4,12017.53,4,1,1,6,hibernating
RTL4315,3,1,7866.18,4,1,1,6,hibernating
RTL2260,65,3,2718.51,3,1,1,5,hibernating
RTL2291,210,6,13927.72,2,1,1,4,lost
RTL3002,250,4,3199.89,2,1,1,4,lost
RTL3502,194,3,8253.28,2,1,1,4,lost
RTL1027,185,5,13452.43,2,1,1,4,lost
RTL4712,105,3,14554.21,3,1,1,5,hibernating
RTL1288,407,2,3555.98,1,1,1,3,lost
RTL2217,83,4,7365.21,3,1,1,5,hibernating
RTL3697,336,1,1155.63,1,1,1,3,lost
RTL2051,204,3,33541.48,2,1,1,4,lost
RTL3054,519,1,11275.02,1,1,1,3,lost
RTL3957,414,2,9628.73,1,1,1,3,lost
RTL4056,237,3,4742.84,2,1,1,4,lost
RTL4376,331,2,1234.22,1,1,1,3,lost
RTL1814,266,3,3355.73,2,1,1,4,lost
RTL4256,96,4,6826.64,3,1,1,5,hibernating
RTL3676,438,2,8149.68,1,1,1,3,lost
RTL2378,155,5,16483.52,2,1,1,4,lost
RTL4975,355,3,18247.6,1,1,1,3,lost
RTL4664,153,3,8662.65,2,1,1,4,lost
RTL1613,110,3,9676.65,3,1,1,5,hibernating
RTL1243,202,2,979.01,2,1,1,4,lost
RTL4477,306,4,420720.22,1,1,4,6,hibernating
RTL3880,72,3,5452.16,3,1,1,5,hibernating
RTL4711,488,2,2176.58,1,1,1,3,lost
RTL2336,259,5,12606.11,2,1,1,4,lost
RTL2573,348,2,12216.4,1,1,1,3,lost
RTL1137,228,1,3615.0,2,1,1,4,lost
RTL2253,120,4,1714061.36,3,1,4,8,at risk
RTL2510,517,1,43.42,1,1,1,3,lost
RTL1096,260,2,9247.75,2,1,1,4,lost
RTL4938,322,1,4428.77,1,1,1,3,lost
RTL3687,251,4,5616.88,2,1,1,4,lost
RTL2687,158,2,9021.69,2,1,1,4,lost
RTL3879,79,1,26179.44,3,1,1,5,hibernating
RTL2520,441,2,9417.66,1,1,1,3,lost
RTL3871,33,5,2869.39,4,1,1,6,hibernating
RTL1332,337,1,4171.42,1,1,1,3,lost
RTL2767,661,1,1964.9,1,1,1,3,lost
RTL3440,215,3,11613.05,2,1,1,4,lost
RTL1805,80,6,38367.98,3,1,1,5,hibernating
RTL3701,769,2,10086.66,1,1,1,3,lost
RTL1236,312,3,2344.41,1,1,1,3,lost
RTL2966,471,4,18169.82,1,1,1,3,lost
RTL1664,242,5,36523.67,2,1,1,4,lost
RTL1824,32,3,13040.82,4,1,1,6,hibernating
RTL4948,350,1,11992.61,1,1,1,3,lost
RTL1389,662,1,2245.43,1,1,1,3,lost
RTL2724,619,3,480584.31,1,1,4,6,hibernating
RTL3156,25,4,2433.61,4,1,1,6,hibernating
RTL2515,270,4,15969.61,2,1,1,4,lost
RTL1016,140,4,17957.08,3,1,1,5,hibernating
RTL2081,543,1,6854.82,1,1,1,3,lost
RTL1439,96,2,8157.76,3,1,1,5,hibernating
RTL2628,21,3,22874.93,4,1,1,6,hibernating
RTL1640,685,1,89.2,1,1,1,3,lost
RTL1587,143,3,10767.11,3,1,1,5,hibernating
RTL2299,115,4,2082.5,3,1,1,5,hibernating
RTL2218,219,2,7561.88,2,1,1,4,lost
RTL2566,96,4,5685.95,3,1,1,5,hibernating
RTL1614,124,4,12180.62,3,1,1,5,hibernating
RTL2595,587,2,2073.88,1,1,1,3,lost
RTL3707,632,1,1652.59,1,1,1,3,lost
RTL2955,243,4,19402.15,2,1,1,4,lost
RTL3646,484,1,2855.4,1,1,1,3,lost
RTL1929,42,3,4529.23,4,1,1,6,hibernating
RTL4167,49,4,14056.99,4,1,1,6,hibernating
RTL2047,121,4,5858.78,3,1,1,5,hibernating
RTL3576,228,1,743.09,2,1,1,4,lost
RTL1624,300,1,13313.92,2,1,1,4,lost
RTL1479,137,1,73.56,3,1,1,5,hibernating
RTL4344,2,3,7574.68,4,1,1,6,hibernating
RTL1852,264,1,12722.24,2,1,1,4,lost
RTL3869,43,3,14855.43,4,1,1,6,hibernating
RTL1529,127,3,6822.49,3,1,1,5,hibernating
RTL2568,24,2,499.55,4,1,1,6,hibernating
RTL1572,265,3,4776.71,2,1,1,4,lost
RTL4860,206,4,17260.53,2,1,1,4,lost
RTL1100,293,1,4318.8,2,1,1,4,lost
RTL4684,57,2,7247.06,3,1,1,5,hibernating
RTL4403,387,1,2213.2,1,1,1,3,lost
RTL4924,163,3,8793.34,2,1,1,4,lost
RTL2402,55,6,33587.34,3,1,1,5,hibernating
RTL1869,307,3,19557.96,1,1,1,3,lost
RTL1599,270,1,8353.63,2,1,1,4,lost
RTL3695,156,5,16169.21,2,1,1,4,lost
RTL4668,55,1,3829.37,3,1,1,5,hibernating
RTL4560,271,5,294864.37,2,1,4,7,at risk
RTL3058,121,1,12823.46,3,1,1,5,hibernating
RTL1015,239,1,2865.96,2,1,1,4,lost
RTL2352,562,2,2394.06,1,1,1,3,lost
RTL3075,416,1,8964.96,1,1,1,3,lost
RTL4143,679,1,1456.88,1,1,1,3,lost
RTL4449,30,2,4086.9,4,1,1,6,hibernating
RTL1596,134,1,7503.86,3,1,1,5,hibernating
RTL1868,333,2,3894.58,1,1,1,3,lost
RTL4875,143,3,1610076.15,3,1,4,8,at risk
RTL3548,150,3,12811.51,3,1,1,5,hibernating
RTL3434,787,1,915.25,1,1,1,3,lost
RTL3412,22,1,11164.88,4,1,1,6,hibernating
RTL3887,290,2,5537.59,2,1,1,4,lost
RTL1310,500,1,3300.7,1,1,1,3,lost
RTL3486,200,4,21729.24,2,1,1,4,lost
RTL3900,268,3,13869.87,2,1,1,4,lost
RTL1326,111,2,2072.75,3,1,1,5,hibernating
RTL1509,342,3,17987.83,1,1,1,3,lost
RTL2479,211,2,5081.93,2,1,1,4,lost
RTL1271,71,2,8942.2,3,1,1,5,hibernating
RTL1468,144,3,10015.57,3,1,1,5,hibernating
RTL2362,272,4,28616.08,2,1,1,4,lost
RTL4596,95,1,4063.45,3,1,1,5,hibernating
RTL1900,328,2,1514.32,1,1,1,3,lost
RTL3431,276,1,12713.94,2,1,1,4,lost
RTL2223,239,5,13485.9,2,1,1,4,lost
RTL1662,254,5,21072.86,2,1,1,4,lost
RTL3994,501,2,6928.86,1,1,1,3,lost
RTL1725,41,3,5850.44,4,1,1,6,hibernating
RTL2273,82,5,13511.68,3,1,1,5,hibernating
RTL4673,66,1,1395.47,3,1,1,5,hibernating
RTL1606,174,5,15865.97,2,1,1,4,lost
RTL3528,213,1,9314.37,2,1,1,4,lost
RTL1000,72,5,29417.99,3,1,1,5,hibernating
RTL4330,230,1,15660.6,2,1,1,4,lost
RTL4566,24,4,6590.77,4,1,1,6,hibernating
RTL4229,156,4,13989.46,2,1,1,4,lost
RTL1992,57,1,1107.52,3,1,1,5,hibernating
RTL3056,297,2,1514.32,2,1,1,4,lost
RTL3381,411,3,1151290.75,1,1,4,6,hibernating
RTL2511,227,7,26512.95,2,1,1,4,lost
RTL4148,48,2,1997.92,4,1,1,6,hibernating
RTL4101,296,2,16585.42,2,1,1,4,lost
RTL1272,698,2,2419316.37,1,1,4,6,hibernating
RTL2282,165,2,9664.74,2,1,1,4,lost
RTL2115,280,2,9792.36,2,1,1,4,lost
RTL3759,128,1,706.46,3,1,1,5,hibernating
RTL3864,82,5,20287.92,3,1,1,5,hibernating
RTL2444,197,3,1881391.63,2,1,4,7,at risk
RTL1673,216,4,11875.38,2,1,1,4,lost
RTL3087,497,1,3376.91,1,1,1,3,lost
RTL2085,40,1,2988.06,4,1,1,6,hibernating
RTL4408,354,3,11694.61,1,1,1,3,lost
RTL1933,144,2,11932.26,3,1,1,5,hibernating
RTL3514,738,1,167.26,1,1,1,3,lost
RTL4472,492,1,5770.52,1,1,1,3,lost
RTL3653,45,4,25493.97,4,1,1,6,hibernating
RTL2427,51,3,17809.98,3,1,1,5,hibernating
RTL2403,164,3,3934.77,2,1,1,4,lost
RTL1704,326,1,13157.71,1,1,1,3,lost
RTL4726,21,3,15962.18,4,1,1,6,hibernating
RTL4340,109,3,22708.94,3,1,1,5,hibernating
RTL4196,52,8,37317.69,3,1,1,5,hibernating
RTL4240,18,3,1110318.9,4,1,4,9,loyal
RTL3708,290,1,309.26,2,1,1,4,lost
RTL4921,82,3,20099.46,3,1,1,5,hibernating
RTL4494,274,1,164.28,2,1,1,4,lost
RTL1128,61,3,3072.42,3,1,1,5,hibernating
RTL2762,424,3,4545.26,1,1,1,3,lost
RTL1213,557,2,1339.04,1,1,1,3,lost
RTL2018,208,1,6983.46,2,1,1,4,lost
RTL2014,46,2,7504.11,4,1,1,6,hibernating
RTL2289,416,3,6226.11,1,1,1,3,lost
RTL4088,109,4,14941.27,3,1,1,5,hibernating
RTL2880,314,2,10086.12,1,1,1,3,lost
RTL1419,233,2,9313.01,2,1,1,4,lost
RTL4820,154,2,2222.91,2,1,1,4,lost
RTL1713,87,1,142.8,3,1,1,5,hibernating
RTL3546,8,4,9269.27,4,1,1,6,hibernating
RTL3193,502,2,6789.82,1,1,1,3,lost
RTL2498,34,2,237560.8,4,1,3,8,at risk
RTL2763,300,2,4174.35,2,1,1,4,lost
RTL4681,161,1,13648.53,2,1,1,4,lost
RTL3061,35,4,17642.98,4,1,1,6,hibernating
RTL1369,96,3,9997.86,3,1,1,5,hibernating
RTL1279,317,3,14570.63,1,1,1,3,lost
RTL4683,229,3,11620.66,2,1,1,4,lost
RTL3680,314,3,15025.36,1,1,1,3,lost
RTL3566,78,3,3661.02,3,1,1,5,hibernating
RTL1401,530,1,23806.69,1,1,1,3,lost
RTL4247,199,3,8286.67,2,1,1,4,lost
RTL4326,274,2,3460.7,2,1,1,4,lost
RTL1585,223,3,8088.1,2,1,1,4,lost
RTL2691,218,4,10679.15,2,1,1,4,lost
RTL2262,722,1,9936.59,1,1,1,3,lost
RTL2031,800,1,2376.09,1,1,1,3,lost
RTL1660,260,2,115041.09,2,1,3,6,hibernating
RTL2445,261,2,4667.15,2,1,1,4,lost
RTL3000,83,2,6994.5,3,1,1,5,hibernating
RTL2453,11,4,15659.95,4,1,1,6,hibernating
RTL3608,666,1,10893.43,1,1,1,3,lost
RTL2234,384,1,9900.75,1,1,1,3,lost
RTL1142,302,1,2647.36,1,1,1,3,lost
RTL3157,40,1,5322.53,4,1,1,6,hibernating
RTL3962,265,3,11756.97,2,1,1,4,lost
RTL3455,387,3,9557.66,1,1,1,3,lost
RTL1646,23,6,846583.57,4,1,4,9,loyal
RTL3204,298,5,33710.42,2,1,1,4,lost
RTL3322,61,2,15033.08,3,1,1,5,hibernating
RTL1915,122,4,14367.73,3,1,1,5,hibernating
RTL2388,310,2,1800.57,1,1,1,3,lost
RTL1331,285,2,6324.2,2,1,1,4,lost
RTL1230,391,4,10243.09,1,1,1,3,lost
RTL2094,297,3,5878.33,2,1,1,4,lost
RTL3279,265,3,2504775.68,2,1,4,7,at risk
RTL4454,220,2,4958.19,2,1,1,4,lost
RTL4540,74,4,2501572.59,3,1,4,8,at risk
RTL2988,612,2,403519.33,1,1,4,6,hibernating
RTL2981,295,1,2934.36,2,1,1,4,lost
RTL1363,62,3,4040.36,3,1,1,5,hibernating
RTL3126,13,5,16190.85,4,1,1,6,hibernating
RTL4451,250,1,1482.77,2,1,1,4,lost
RTL3012,81,1,1701.28,3,1,1,5,hibernating
RTL2290,246,4,19913.56,2,1,1,4,lost
RTL1783,324,3,10129.91,1,1,1,3,lost
RTL2755,180,4,2310.73,2,1,1,4,lost
RTL3557,418,2,10480.83,1,1,1,3,lost
RTL4911,13,6,9687.88,4,1,1,6,hibernating
RTL4896,24,5,24796.51,4,1,1,6,hibernating
RTL1513,286,3,9611.37,2,1,1,4,lost
RTL4062,99,3,1820.93,3,1,1,5,hibernating
RTL2204,225,3,7784.7,2,1,1,4,lost
RTL3739,253,3,14089.25,2,1,1,4,lost
RTL2899,197,4,10363.44,2,1,1,4,lost
RTL2867,232,2,17438.79,2,1,1,4,lost
RTL4702,180,4,6296.23,2,1,1,4,lost
RTL2648,135,4,329444.91,3,1,4,8,at risk
RTL2281,266,5,15822.33,2,1,1,4,lost
RTL2904,201,3,14511.76,2,1,1,4,lost
RTL3125,280,3,6094.27,2,1,1,4,lost
RTL3847,793,1,491.12,1,1,1,3,lost
RTL3183,251,3,15848.12,2,1,1,4,lost
RTL4226,761,1,1972.53,1,1,1,3,lost
RTL4677,221,3,12467.9,2,1,1,4,lost
RTL4784,76,1,8260.17,3,1,1,5,hibernating
RTL3573,6,3,13452.14,4,1,1,6,hibernating
RTL1150,198,1,313.1,2,1,1,4,lost
RTL4091,696,1,5326.64,1,1,1,3,lost
RTL3742,235,5,15063.39,2,1,1,4,lost
RTL3447,114,4,27470.91,3,1,1,5,hibernating
RTL2989,49,2,2208.79,4,1,1,6,hibernating
RTL1069,243,2,9816.57,2,1,1,4,lost
RTL1484,91,5,17846.44,3,1,1,5,hibernating
RTL2003,220,2,10335.04,2,1,1,4,lost
RTL3066,100,3,11948.6,3,1,1,5,hibernating
RTL3387,280,4,15793.45,2,1,1,4,lost
RTL2030,325,2,19901.55,1,1,1,3,lost
RTL4690,811,1,1640.97,1,1,1,3,lost
RTL1241,305,1,2260.16,1,1,1,3,lost
RTL3920,271,3,7296.1,2,1,1,4,lost
RTL2049,47,3,11095.32,4,1,1,6,hibernating
RTL4593,239,1,1796.93,2,1,1,4,lost
RTL2366,358,4,30793.35,1,1,1,3,lost
RTL2895,214,3,17654.1,2,1,1,4,lost
RTL1910,114,4,7975.55,3,1,1,5,hibernating
RTL2534,17,5,31225.16,4,1,1,6,hibernating
RTL1952,49,4,12828.22,4,1,1,6,hibernating
RTL1862,44,4,18671.76,4,1,1,6,hibernating
RTL4656,16,4,13706.36,4,1,1,6,hibernating
RTL3618,343,2,256.57,1,1,1,3,lost
RTL4725,397,1,470.56,1,1,1,3,lost
RTL3793,2,5,5097.82,4,1,1,6,hibernating
RTL3065,331,4,7776.14,1,1,1,3,lost
RTL4920,23,3,6453.5,4,1,1,6,hibernating
RTL1421,499,3,6000.93,1,1,1,3,lost
RTL3746,89,4,27618.43,3,1,1,5,hibernating
RTL3017,640,1,4724.8,1,1,1,3,lost
RTL1292,31,1,2155444.83,4,1,4,9,loyal
RTL1352,248,2,5806.63,2,1,1,4,lost
RTL2274,268,3,10587.92,2,1,1,4,lost
RTL3256,684,1,3866.22,1,1,1,3,lost
RTL3539,91,1,8163.0,3,1,1,5,hibernating
RTL1103,75,2,5283.81,3,1,1,5,hibernating
RTL4962,97,3,1699.65,3,1,1,5,hibernating
RTL2476,285,2,4643.36,2,1,1,4,lost
RTL4164,177,1,4755.79,2,1,1,4,lost
RTL2690,232,3,17691.45,2,1,1,4,lost
RTL2808,791,1,978.95,1,1,1,3,lost
RTL4774,422,1,2787.43,1,1,1,3,lost
RTL2004,248,3,9022.25,2,1,1,4,lost
RTL4375,17,1,23.68,4,1,1,6,hibernating
RTL1700,229,2,12708.31,2,1,1,4,lost
RTL3021,512,1,4485.14,1,1,1,3,lost
RTL4585,364,2,1335.67,1,1,1,3,lost
RTL3049,15,6,159999.4,4,1,3,8,at risk
RTL3236,228,3,15950.0,2,1,1,4,lost
RTL1173,403,2,13617.17,1,1,1,3,lost
RTL1333,47,5,29466.56,4,1,1,6,hibernating
RTL4031,281,3,5086.7,2,1,1,4,lost
RTL4604,343,1,6756.39,1,1,1,3,lost
RTL1968,63,2,8296.04,3,1,1,5,hibernating
RTL4925,57,5,24884.13,3,1,1,5,hibernating
RTL1561,246,4,7107815.6,2,1,4,7,at risk
RTL4203,130,6,23624.3,3,1,1,5,hibernating
RTL3909,207,4,14477.63,2,1,1,4,lost
RTL4609,55,2,9199.27,3,1,1,5,hibernating
RTL2164,632,2,6655.97,1,1,1,3,lost
RTL2006,29,3,6828.0,4,1,1,6,hibernating
RTL2820,320,6,16158.39,1,1,1,3,lost
RTL3595,527,2,8365.19,1,1,1,3,lost
RTL4183,759,1,1116.12,1,1,1,3,lost
RTL4913,301,2,1246260.98,1,1,4,6,hibernating
RTL4379,461,2,3344.57,1,1,1,3,lost
RTL3429,259,5,5638.78,2,1,1,4,lost
RTL1534,196,8,1546256.14,2,1,4,7,at risk
RTL2293,2,4,27287.7,4,1,1,6,hibernating
RTL3636,142,4,16565.74,3,1,1,5,hibernating
RTL1218,439,1,198.99,1,1,1,3,lost
RTL4393,313,1,7324.62,1,1,1,3,lost
RTL2308,104,6,451243.83,3,1,4,8,at risk
RTL3186,554,1,4671.87,1,1,1,3,lost
RTL3738,41,3,19025.96,4,1,1,6,hibernating
RTL1782,89,4,12873.66,3,1,1,5,hibernating
RTL4676,225,1,522.96,2,1,1,4,lost
RTL3599,72,5,16525.74,3,1,1,5,hibernating
RTL2814,140,3,1432.38,3,1,1,5,hibernating
RTL4970,81,3,13098.02,3,1,1,5,hibernating
RTL1299,223,2,6483.76,2,1,1,4,lost
RTL3740,235,2,10698.22,2,1,1,4,lost
RTL4233,275,3,9892.48,2,1,1,4,lost
RTL2947,149,2,10537.58,3,1,1,5,hibernating
RTL2120,240,5,21506.0,2,1,1,4,lost
RTL3349,567,2,9659.88,1,1,1,3,lost
RTL1649,448,1,1580.38,1,1,1,3,lost
RTL2208,237,2,8189.4,2,1,1,4,lost
RTL2948,85,1,2658.1,3,1,1,5,hibernating
RTL4509,530,1,697.5,1,1,1,3,lost
RTL4372,361,3,26144.26,1,1,1,3,lost
RTL3462,794,1,2357.28,1,1,1,3,lost
RTL1441,318,2,6062.01,1,1,1,3,lost
RTL1512,27,4,18260.35,4,1,1,6,hibernating
RTL4200,198,5,17533.09,2,1,1,4,lost
RTL4060,73,2,3658.56,3,1,1,5,hibernating
RTL2671,649,3,17639.09,1,1,1,3,lost
RTL2404,92,4,29033.45,3,1,1,5,hibernating
RTL1947,365,3,4993.75,1,1,1,3,lost
RTL1183,245,5,21750.38,2,1,1,4,lost
RTL1240,204,2,4247.51,2,1,1,4,lost
RTL4639,386,1,7681.65,1,1,1,3,lost
RTL4555,149,2,1909.72,3,1,1,5,hibernating
RTL4404,164,6,13617.34,2,1,1,4,lost
RTL2747,204,4,74390.79,2,1,2,5,hibernating
RTL4351,792,1,15500.44,1,1,1,3,lost
RTL2894,272,1,1768.59,2,1,1,4,lost
RTL1339,259,2,10184.67,2,1,1,4,lost
RTL3287,174,2,3879.16,2,1,1,4,lost
RTL3190,136,7,5485.23,3,1,1,5,hibernating
RTL4732,332,1,760.99,1,1,1,3,lost
RTL3812,338,3,6911.06,1,1,1,3,lost
RTL4637,439,1,2874.56,1,1,1,3,lost
RTL2486,671,1,9928.44,1,1,1,3,lost
RTL2722,281,3,1806.46,2,1,1,4,lost
RTL1650,142,6,20718.31,3,1,1,5,hibernating
RTL1792,247,4,16933.75,2,1,1,4,lost
RTL3570,97,3,16908.13,3,1,1,5,hibernating
RTL3039,57,1,1056.47,3,1,1,5,hibernating
RTL4645,67,4,15858.95,3,1,1,5,hibernating
RTL4801,279,2,2534.67,2,1,1,4,lost
RTL3367,98,2,1528.62,3,1,1,5,hibernating
RTL3323,249,1,532978.0,2,1,4,7,at risk
RTL3750,31,3,20767.74,4,1,1,6,hibernating
RTL4067,156,8,242867.67,2,1,3,6,hibernating
RTL4548,254,3,16422.5,2,1,1,4,lost
RTL1706,88,4,199547.09,3,1,3,7,at risk
RTL4027,676,3,9587.81,1,1,1,3,lost
RTL4793,291,3,11453.53,2,1,1,4,lost
RTL2825,227,4,28992.17,2,1,1,4,lost
RTL1547,63,2,13860.44,3,1,1,5,hibernating
RTL2676,316,5,17561.96,1,1,1,3,lost
RTL3567,268,2,6725.92,2,1,1,4,lost
RTL2128,298,2,3500.92,2,1,1,4,lost
RTL1252,379,1,13480.2,1,1,1,3,lost
RTL3773,822,1,359.92,1,1,1,3,lost
RTL2150,84,1,2690.76,3,1,1,5,hibernating
RTL4380,346,2,8745.84,1,1,1,3,lost
RTL2364,292,4,21458.95,2,1,1,4,lost
RTL4445,452,2,15016.76,1,1,1,3,lost
RTL1536,443,2,1213.51,1,1,1,3,lost
RTL2797,166,3,3869.29,2,1,1,4,lost
RTL3104,284,3,13159.96,2,1,1,4,lost
RTL1139,41,3,4919.73,4,1,1,6,hibernating
RTL2967,237,3,21837.74,2,1,1,4,lost
RTL1666,441,4,2119.15,1,1,1,3,lost
RTL1146,364,2,7622.35,1,1,1,3,lost
RTL2642,148,4,10018.36,3,1,1,5,hibernating
RTL2467,145,7,40219.0,3,1,1,5,hibernating
RTL1017,171,2,1477.37,2,1,1,4,lost
RTL3315,202,1,2375.44,2,1,1,4,lost
RTL3309,171,1,3681.84,2,1,1,4,lost
RTL1610,210,5,24710.04,2,1,1,4,lost
RTL2831,220,1,4886.85,2,1,1,4,lost
RTL4561,254,1,128.94,2,1,1,4,lost
RTL4301,285,4,12588.9,2,1,1,4,lost
RTL4068,284,2,3689.33,2,1,1,4,lost
RTL4958,141,1,2252.28,3,1,1,5,hibernating
RTL2663,245,2,3164.32,2,1,1,4,lost
RTL2758,231,2,1810223.07,2,1,4,7,at risk
RTL4488,99,2,5508.62,3,1,1,5,hibernating
RTL2351,76,1,630.84,3,1,1,5,hibernating
RTL2892,98,2,6947.17,3,1,1,5,hibernating
RTL1724,47,4,9845.92,4,1,1,6,hibernating
